C8D593AF,ui_TUM_Co-OpDamageTitle
68A6C6FE,Sounds:vo_level_02:L02_17101_1_Tails_x_x_The-gate-is
1772A49D,Sounds:vo_level_02:L02_17102_1_Tails_x_x_Ready-Sonic
79E9D65E,Sounds:vo_level_02:L02_17103_1_Sonic_x_x_A-lot-more-e
3A2481A5,Sounds:vo_level_02:L02_17104_1_Sonic_x_x_Quite-the-pa
FC0A32C1,Sounds:vo_level_04:L04_17106_20_Sonic_x_x_Whoa-what-t
31784961,Sounds:vo_level_04:L04_17107_20_Knuckles_x_x_No-idea-I-b
5714F1DD,Sounds:vo_level_04:L04_17108_1_Sonic_x_x_Watch-out-fo
3042A80E,Sounds:vo_level_04:L04_17109_1_Knuckles_x_x_Oh-man-muck
BA4C06C2,Sounds:vo_level_04:L04_17110_1_Knuckles_x_x_What-Are-t
DF94A85C,Sounds:vo_level_04:L04_17111_1_Knuckles_x_x_No-idea-jus
79FB8C4F,Sounds:vo_level_04:L04_17112_1_Sonic_x_x_Watch-out-fo
9272F69F,Sounds:vo_level_04:L04_17113_1_Knuckles_x_x_Who-puts-min
EF8108CD,Sounds:vo_level_04:L04_17114_1_Sonic_x_x_Do-we-do-som
31492865,Sounds:vo_level_04:L04_17115_1_Knuckles_x_x_Hey-can-we
51F42A32,Sounds:vo_level_04:L04_17116_1_Sonic_x_x_Its-turning
E4397E49,Sounds:vo_level_04:L04_17117_1_Knuckles_x_x_Wait-you-tu
E75F778F,Sounds:vo_level_04:L04_17118_1_Sonic_x_x_We-pulled-it
D211F691,Sounds:vo_level_04:L04_17119_1_Knuckles_x_x_Yeah-just-t
41235C4C,Sounds:vo_level_04:L04_17120_1_Sonic_x_x_We-arent-do
BC73DF0B,Sounds:vo_level_04:L04_17121_1_Knuckles_x_x_We-aint-hur
1F4B7A67,Sounds:vo_level_04:L04_17122_1_Sonic_x_x_Throw-these
A24A6B24,Sounds:vo_level_04:L04_17123_20_Knuckles_x_x_Lets-see-wha
661ABA4E,Sounds:vo_level_04:L04_17124_1_Sonic_x_x_Way-to-go-Kn
76D6AB95,Sounds:vo_level_04:L04_17125_1_Knuckles_x_x_That-worked
124D98FB,Sounds:vo_level_04:L04_17126_1_Knuckles_x_x_Stay-away-fr
8A65892D,Sounds:vo_level_04:L04_17127_1_Sonic_x_x_Whew-glad-y
3E9B06A8,Sounds:vo_level_04:L04_17128_21_Knuckles_x_x_I-want-to-th
523C6B42,Sounds:vo_level_04:L04_17129_1_Sonic_x_x_Looks-like-w
CE519A44,Sounds:vo_level_04:L04_17130_1_Knuckles_x_x_Well-I-gues
0F060281,Sounds:vo_level_04:L04_17131_1_Sonic_x_x_Wow-not-so
829AE2E8,Sounds:vo_level_04:L04_17132_20_Knuckles_x_x_Thats-becau
9810E11D,Sounds:vo_level_04:L04_17133_1_Sonic_x_x_Oof-sorry-a
B5DEA2B3,Sounds:vo_level_04:L04_17134_1_Sonic_x_x_Whoa-these
7D34B2DF,Sounds:vo_level_04:L04_17135_1_Knuckles_x_x_Oh-great-th
F1239FD3,Sounds:vo_level_04:L04_17136_1_Sonic_x_x_These-guys-a
1F3CF642,Sounds:vo_level_04:L04_17137_1_Knuckles_x_x_Okay-these
B3B33085,Sounds:vo_level_04:L04_17138_1_Sonic_x_x_Knuckles-I-t
645ED939,Sounds:vo_level_04:L04_17139_1_Sonic_x_x_We-have-to-a
3413E2D3,Sounds:vo_level_04:L04_17140_1_Sonic_x_x_Almost-there
F425B6D1,Sounds:vo_level_04:L04_17141_1_Knuckles_x_x_We-cant-get
23BD49DC,Sounds:vo_level_04:L04_17142_20_Knuckles_x_x_Sonic-lets
C8F916B2,Sounds:vo_level_04:L04_17143_20_Knuckles_x_x_Ah-nailed-i
A2B0324F,Sounds:vo_level_04:L04_17144_1_Sonic_x_x_KnucklesI
797919BE,Sounds:vo_level_04:L04_17145_1_Knuckles_x_x_Why-do-you-k
E9185848,Sounds:vo_level_04:L04_17146_20_Sonic_x_x_What-Figuri
5A050A00,Sounds:vo_level_04:L04_17148_1_Sonic_x_x_What-is-that
8F36E0A2,Sounds:vo_level_04:L04_17149_1_Knuckles_x_x_I-dont-want
77452777,Sounds:vo_level_04:L04_17150_1_Sonic_x_x_I-think-the
B9874ACD,Sounds:vo_level_04:L04_17151_1_Sonic_x_x_I-can-feel-t
3449B75F,Sounds:vo_level_04:L04_17152_1_Knuckles_x_x_I-love-the-s
C7DB07B0,Sounds:vo_level_04:L04_17153_1_Knuckles_x_x_Whoa-Thatl
43A529BB,Sounds:vo_level_04:L04_17154_1_Knuckles_x_x_I-bet-these
FF5496A6,Sounds:vo_level_04:L04_17155_1_Sonic_x_x_Looks-like-w
08E8D9FE,Sounds:vo_level_04:L04_17156_1_Knuckles_x_x_The-only-way
BE33B908,Sounds:vo_level_04:L04_17157_1_Sonic_x_x_Now-there-is
92725CD4,Sounds:vo_level_04:L04_17158_1_Sonic_x_x_Wow-a-lava
B8FAA95B,Sounds:vo_level_04:L04_17159_1_Knuckles_x_x_You-see-a-wa
E48DA0F6,Sounds:vo_level_04:L04_17160_1_Knuckles_x_x_A-lava-water
A7EB3A85,Sounds:vo_level_04:L04_17161_1_Sonic_x_x_Knuckles-we
EA3AE155,Sounds:vo_level_04:L04_17162_1_Sonic_x_x_We-open-thes
5C268462,Sounds:vo_level_04:L04_17163_20_Knuckles_x_x_How-do-we-op
97B8D57A,Sounds:vo_level_04:L04_17164_1_Knuckles_x_x_Keep-using-t
3B3C25E1,Sounds:vo_level_05:L05_17166_1_Sonic_x_x_This-one-cha
46B6678D,Sounds:vo_level_05:L05_17167_1_Sonic_x_x_Ole
C7CD2DD2,Sounds:vo_level_05:L05_17168_1_Amy_x_x_Hes-about-t
04464030,Sounds:vo_level_05:L05_17169_1_Amy_x_x_Not-this-tim
29B08371,Sounds:vo_level_05:L05_17170_1_Knuckles_x_x_Looks-like-a
1ABBE696,Sounds:vo_level_05:L05_17171_20_Knuckles_x_x_Here-he-come
488A137C,Sounds:vo_level_05:L05_17172_1_Tails_x_x_He-charges-h
016EE3E1,Sounds:vo_level_05:L05_17173_1_Tails_x_x_Watch-out-fo
A1FBD78C,Sounds:vo_level_05:L05_17174_1_Sonic_x_x_Looks-like-w
2FAC3D1A,Sounds:vo_level_05:L05_17175_1_Amy_x_x_I-think-they
14C89159,Sounds:vo_level_05:L05_17176_20_Knuckles_x_x_You-know-the
AE9A850B,Sounds:vo_level_05:L05_17177_1_Tails_x_x_They-are-Th
DB91F703,Sounds:vo_level_05:L05_17178_1_Sonic_x_x_The-gate-is
F819341A,Sounds:vo_level_05:L05_17179_1_Amy_x_x_Lets-get-thr
AF74F83F,Sounds:vo_level_05:L05_17180_1_Sonic_x_x_This-place-i
33DBD862,Sounds:vo_level_05:L05_17181_1_Sonic_x_x_Okay-lets-c
234065B8,Sounds:vo_level_05:L05_17182_1_Amy_x_x_I-think-we-c
DCD47C22,Sounds:vo_level_05:L05_17183_1_Amy_x_x_I-think-we-n
075EE3C8,Sounds:vo_level_05:L05_17184_1_Knuckles_x_x_Looks-like-w
02903950,Sounds:vo_level_05:L05_17185_1_Knuckles_x_x_I-bet-we-tak
434BD6D0,Sounds:vo_level_05:L05_17186_1_Tails_x_x_I-have-to-wo
28199FDE,Sounds:vo_level_05:L05_17187_1_Tails_x_x_They-village
25D28104,Sounds:vo_level_05:L05_17188_20_Knuckles_x_x_Why-isnt-th
76FCF0E4,Sounds:vo_level_05:L05_17189_1_Amy_x_x_I-think-they
B15DAA43,Sounds:vo_level_05:L05_17190_1_Knuckles_x_x_What-are-we
997627E5,Sounds:vo_level_05:L05_17191_1_Sonic_x_x_We-can-work
5E74D43E,Sounds:vo_level_05:L05_17192_1_Amy_x_x_Looks-like-w
0CFD4B39,Sounds:vo_level_05:L05_17193_20_Knuckles_x_x_Sweet-They
40E43888,Sounds:vo_level_05:L05_17194_1_Tails_x_x_I-think-we-c
D6C293D7,Sounds:vo_level_05:L05_17195_1_Sonic_x_x_Throw-them-i
F06BC634,Sounds:vo_level_05:L05_17196_1_Sonic_x_x_No-where-to
D92F6643,Sounds:vo_level_05:L05_17197_1_Amy_x_x_When-it-stop
2EB084CC,Sounds:vo_level_05:L05_17198_1_Amy_x_x_We-are-movin
414B3232,Sounds:vo_level_05:L05_17199_1_Knuckles_x_x_Youd-think
6C79E663,Sounds:vo_level_05:L05_17200_1_Knuckles_x_x_Into-the-wat
00D0D794,Sounds:vo_level_05:L05_17201_1_Sonic_x_x_You-dont-th
1F7EBA13,Sounds:vo_level_05:L05_17202_1_Tails_x_x_Not-if-you-k
0EDF735F,Sounds:vo_level_05:L05_17203_1_Sonic_x_x_Dont-want-t
BC72A233,Sounds:vo_level_05:L05_17204_1_Sonic_x_x_Look-that-th
119DAD0C,Sounds:vo_level_05:L05_17205_1_Amy_x_x_Earthquake
DE42D5CE,Sounds:vo_level_05:L05_17206_1_Knuckles_x_x_Very-funny
0F976DD7,Sounds:vo_level_05:L05_17207_1_Amy_x_x_That-explosi
242A7FE3,Sounds:vo_level_05:L05_17208_1_Amy_x_x_I-love-throw
7E986036,Sounds:vo_level_05:L05_17209_1_Knuckles_x_x_This-fridge
F79A3023,Sounds:vo_level_05:L05_17210_1_Knuckles_x_x_Whoahe-blew
47D8517F,Sounds:vo_level_05:L05_17211_1_Tails_x_x_Guys-use-th
A5ADE9D0,Sounds:vo_level_05:L05_17212_1_Tails_x_x_That-was-the
02421F0F,Sounds:vo_level_06:L06_17214_1_Sonic_x_x_Watch-out-I
358CF22E,Sounds:vo_level_06:L06_17215_1_Amy_x_x_No-way-I-lea
8E43079E,Sounds:vo_level_06:L06_17216_1_Sonic_x_x_These-parasi
A6E94F17,Sounds:vo_level_06:L06_17217_1_Amy_x_x_I-think-thes
08AC48C4,Sounds:vo_level_06:L06_17218_1_Sonic_x_x_Amy-watch-o
B14EA933,Sounds:vo_level_06:L06_17219_1_Amy_x_x_See-if-we-ca
CC468D6C,Sounds:vo_level_06:L06_17220_1_Sonic_x_x_I-think-thes
BD9D92BB,Sounds:vo_level_06:L06_17221_1_Sonic_x_x_After-throw
7C1390D4,Sounds:vo_level_06:L06_17222_1_Amy_x_x_Im-gonna-tr
D059AE89,Sounds:vo_level_06:L06_17223_1_Amy_x_x_How-do-we-hi
4B05D5B1,Sounds:vo_level_06:L06_17224_1_Sonic_x_x_Swing-and-a
85769BCA,Sounds:vo_level_06:L06_17225_1_Sonic_x_x_Tentacles
1A8B0744,Sounds:vo_level_06:L06_17226_1_Amy_x_x_Sonic-Tenta
4EF1F683,Sounds:vo_level_06:L06_17227_1_Amy_x_x_He-is-going
5CC0C444,Sounds:vo_level_06:L06_17228_1_Amy_x_x_What-can-we
B15FCB82,Sounds:vo_level_06:L06_17229_1_Sonic_x_x_Try-one-of-t
44B31CF7,Sounds:vo_level_06:L06_17230_1_Amy_x_x_It-worked
FDA470FB,Sounds:vo_global:G00_15000_20_Sonic_x_x_Ill-take-th
45CB59AF,Sounds:vo_global:G00_15001_20_Sonic_x_x_Dont-worry
AD8F87E3,Sounds:vo_global:G00_15002_20_Sonic_x_x_You-even-try
48DDEEF1,Sounds:vo_global:G00_15003_1_Sonic_x_x_Can-never-gr
CD45CC34,Sounds:vo_global:G00_15004_20_Sonic_x_x_Yeah-Love-i
1C972424,Sounds:vo_global:G00_15005_20_Sonic_x_x_One-more-rin
A428B768,Sounds:vo_global:G00_15006_1_Sonic_x_x_Its-like-th
3AABE399,Sounds:vo_global:G00_15007_1_Sonic_x_x_Rings-Nomn
C6E04B8A,Sounds:vo_global:G00_15008_1_Sonic_x_x_Its-like-the
49C65954,Sounds:vo_global:G00_15009_20_Sonic_x_x_Sorry-mine
1BFD96D9,Sounds:vo_global:G00_15010_1_Knuckles_x_x_Come-to-Knuc
03C694DC,Sounds:vo_global:G00_15011_1_Knuckles_x_x_Nobody-said
92113BC8,Sounds:vo_global:G00_15012_1_Knuckles_x_x_Mine
D9D42999,Sounds:vo_global:G00_15013_1_Knuckles_x_x_Ah-Too-easy
EB9ABB9B,Sounds:vo_global:G00_15014_1_Knuckles_x_x_There-is-so
E2E206EF,Sounds:vo_global:G00_15015_1_Knuckles_x_x_All-for-me
C3793A0C,Sounds:vo_global:G00_15016_1_Knuckles_x_x_Ill-take-th
0A7CE83B,Sounds:vo_global:G00_15017_1_Knuckles_x_x_Rings-are-us
38E5F35B,Sounds:vo_global:G00_15018_1_Knuckles_x_x_This-has-a-f
7AADE5EF,Sounds:vo_global:G00_15019_20_Knuckles_x_x_Bling
B9DC8BB1,Sounds:vo_global:G00_15020_1_Amy_x_x_Oh-these-ar
8B1BA1C5,Sounds:vo_global:G00_15021_1_Amy_x_x_You-dont-wa
9EE306AA,Sounds:vo_global:G00_15022_1_Amy_x_x_Ill-give-yo
D3FCAB03,Sounds:vo_global:G00_15023_1_Amy_x_x_Dont-argue
44B2530E,Sounds:vo_global:G00_15024_1_Amy_x_x_Well-they-a
15BE0265,Sounds:vo_global:G00_15025_1_Amy_x_x_What-girl-do
402297DF,Sounds:vo_global:G00_15026_1_Amy_x_x_The-more-the
B34E68D4,Sounds:vo_global:G00_15027_1_Amy_x_x_Rings
2913AC07,Sounds:vo_global:G00_15028_1_Amy_x_x_All-these-ri
5BD4D4BD,Sounds:vo_global:G00_15029_1_Amy_x_x_Look-at-all
683DAF46,Sounds:vo_global:G00_15030_1_Tails_x_x_Just-taking
A495317B,Sounds:vo_global:G00_15031_1_Tails_x_x_Good-stuff
3517DFC6,Sounds:vo_global:G00_15032_20_Tails_x_x_A-few-more-f
1088A794,Sounds:vo_global:G00_15033_21_Tails_x_x_Bingo
DDBB6DB0,Sounds:vo_global:G00_15034_21_Tails_x_x_I-an-carry-e
4843ED9C,Sounds:vo_global:G00_15035_20_Tails_x_x_Another-ring
364ECB4E,Sounds:vo_global:G00_15036_1_Tails_x_x_Rings
E51F5E72,Sounds:vo_global:G00_15037_20_Tails_x_x_There-are-ri
9DF313F8,Sounds:vo_global:G00_15038_1_Tails_x_x_Look-at-all
FC7ACD9A,Sounds:vo_global:G00_15039_22_Tails_x_x_I-like-shiny
ABF9B24F,Sounds:vo_global:G00_16000_1_Sonic_x_x_High-five
1FABAD53,Sounds:vo_global:G00_16001_1_Sonic_x_x_I-am-the-man
BA004CE3,Sounds:vo_global:G00_16002_1_Sonic_x_x_Hedgehog-pow
A70FB749,Sounds:vo_global:G00_16003_20_Sonic_x_x_Rock-and-Rol
ACD22DBF,Sounds:vo_global:G00_16004_1_Sonic_x_x_We-won
FA81C5FB,Sounds:vo_global:G00_16005_20_Sonic_x_x_Teamwork
E44D4810,Sounds:vo_global:G00_16006_20_Sonic_x_x_Group-Applau
59538F92,Sounds:vo_global:G00_16007_1_Sonic_x_x_Great-job-gu
0D757480,Sounds:vo_global:G00_16008_1_Sonic_x_x_Big-Blue-for
7037FC12,Sounds:vo_global:G00_16009_1_Sonic_x_x_Cant-always
591839F9,Sounds:vo_global:G00_16010_1_Knuckles_x_x_Anytime-guy
D6B02677,Sounds:vo_global:G00_16011_1_Knuckles_x_x_Not-too-shab
B2E59890,Sounds:vo_global:G00_16012_1_Knuckles_x_x_Piece-of-cak
16402E0D,Sounds:vo_global:G00_16013_1_Knuckles_x_x_Leave-it-to
0F5981AB,Sounds:vo_global:G00_16014_20_Knuckles_x_x_Nailed-it
E0DBEFE3,Sounds:vo_global:G00_16015_1_Knuckles_x_x_Born-to-win
EBA9F306,Sounds:vo_global:G00_16016_1_Knuckles_x_x_No-painall
8F281F28,Sounds:vo_global:G00_16017_1_Knuckles_x_x_Muscles-alwa
2283A2EB,Sounds:vo_global:G00_16018_1_Knuckles_x_x_Oh-yea
4B776F5D,Sounds:vo_global:G00_16019_20_Knuckles_x_x_Boom-Goes-t
7DAC7C96,Sounds:vo_global:G00_16020_1_Amy_x_x_Go-team
058DE502,Sounds:vo_global:G00_16021_1_Amy_x_x_Girl-power
C5E8D84E,Sounds:vo_global:G00_16022_1_Amy_x_x_Sweet
CFEE555E,Sounds:vo_global:G00_16023_1_Amy_x_x_Done
4D332D50,Sounds:vo_global:G00_16024_1_Amy_x_x_Victory-time
E8D136DF,Sounds:vo_global:G00_16025_1_Amy_x_x_Studying-doe
0B11D329,Sounds:vo_global:G00_16026_1_Amy_x_x_This-beauty
D0E5AD18,Sounds:vo_global:G00_16027_1_Amy_x_x_Never-in-dou
93D59BA9,Sounds:vo_global:G00_16028_1_Amy_x_x_Can-you-boys
649A52B1,Sounds:vo_global:G00_16029_1_Amy_x_x_Totally-dese
9A7EAC24,Sounds:vo_global:G00_16030_21_Tails_x_x_Wow-I-did-i
10F62352,Sounds:vo_global:G00_16031_20_Tails_x_x_It-worked
EEB04C46,Sounds:vo_global:G00_16032_22_Tails_x_x_Genius
07DFD2E4,Sounds:vo_global:G00_16033_22_Tails_x_x_This-was-awe
CCBB351F,Sounds:vo_global:G00_16034_1_Tails_x_x_Best-awesome
FFA74AC7,Sounds:vo_global:G00_16035_1_Tails_x_x_Two-tails-ar
7DC4D560,Sounds:vo_global:G00_16036_1_Tails_x_x_My-time-to-s
A1759B13,Sounds:vo_global:G00_16037_21_Tails_x_x_Today-I-win
0E5BD755,Sounds:vo_global:G00_16038_1_Tails_x_x_Working-toge
9EDA8DED,Sounds:vo_global:G00_16039_22_Tails_x_x_This-winning
368E6735,Sounds:vo_level_07:L07_21000_1_Eggman_x_x_Giddy-up
353F4056,Sounds:vo_level_07:L07_21001_1_Eggman_x_x_Umf-umf-Umf
38C08BD5,Sounds:vo_level_07:L07_21002_1_Eggman_x_x_Ah-okay-I-g
D96E45E8,Sounds:vo_level_07:L07_21003_20_Eggman_x_x_Well-this-i
7F239E87,Sounds:vo_level_07:L07_21004_20_Eggman_x_x_Im-out-of-t
71BC27E5,Sounds:vo_level_07:L07_21005_1_Eggman_x_x_Dont-judge
6A501DCC,Sounds:vo_level_07:L07_21006_1_Eggman_x_x_Hehe-this-i
F3248486,Sounds:vo_level_07:L07_21007_1_Eggman_x_x_This-not-wha
ADC93435,Sounds:vo_level_07:L07_21008_1_Eggman_x_x_Hold-onIm
2B898802,Sounds:vo_level_07:L07_21009_1_Eggman_x_x_Im-not-here
369632AD,Sounds:vo_level_07:L07_21010_20_Eggman_x_x_Oh-like-you
0BBC8289,Sounds:vo_level_07:L07_21011_1_Eggman_x_x_Ha-Got-it
9486F6C6,Sounds:vo_level_07:L07_21012_1_Eggman_x_x_It-worked
8CCDF21D,Sounds:vo_level_07:L07_21013_1_Eggman_x_x_Im-outta-he
AEAD5F57,Sounds:vo_level_07:L07_21014_1_Eggman_x_x_Muahahahaha
C27457B6,Sounds:vo_level_07:L07_21015_1_Eggman_x_x_Come-on-baby
9A632201,Sounds:vo_level_07:L07_21016_1_Eggman_x_x_Its-working
B3352144,Sounds:vo_level_07:L07_21017_1_Eggman_x_x_Eat-this-he
01DFA181,Sounds:vo_level_07:L07_21018_1_Eggman_x_x_Later-loser
1911EA23,Sounds:vo_level_07:L07_21019_1_Eggman_x_x_I-win
27CDF29F,Sounds:vo_level_07:L07_21020_1_Eggman_x_x_This-isnt-t
EAB23B5D,Sounds:vo_level_07:L07_21021_20_Eggman_x_x_Goodbye
EE1A1335,Sounds:vo_level_07:L07_21022_20_Eggman_x_x_This-isnt-o
53E7FC75,Sounds:vo_level_07:L07_21023_1_Eggman_x_x_Ive-already
36AF6FCA,Sounds:vo_level_07:L07_21024_1_Eggman_x_x_You-cant-st
4AD15D0A,Sounds:vo_level_07:L07_21025_1_Eggman_x_x_Vrrrrrrooooo
10807E92,Sounds:vo_level_07:L07_21026_1_Eggman_x_x_Told-you-it
B5834863,Sounds:vo_level_07:L07_21027_20_Eggman_x_x_Sonic-smells
2F031FD9,Sounds:vo_level_07:L07_21028_20_Eggman_x_x_Nice-scarf
4DCECD5D,Sounds:vo_level_07:L07_21029_1_Eggman_x_x_Cant-catch
98739FC9,Sounds:vo_level_05:L05_21030_1_Eggman_x_x_They-have-th
1BB8E547,Sounds:vo_level_05:L05_21031_1_Eggman_x_x_I-want-that
66DE330D,Sounds:vo_level_05:L05_21032_1_Eggman_x_x_That-is-mine
940E2686,Sounds:vo_level_05:L05_21033_1_Eggman_x_x_I-want-want
CED32FB0,Sounds:vo_level_05:L05_21034_1_Eggman_x_x_I-see-you-wi
31C80E83,Sounds:vo_level_05:L05_21035_1_Eggman_x_x_You-are-not
5A43CD0B,Sounds:vo_level_05:L05_21036_1_Eggman_x_x_I-want-I-ne
19FC4C54,Sounds:vo_level_05:L05_21037_1_Eggman_x_x_You-can-run
465EBAF6,Sounds:vo_level_05:L05_21038_21_Eggman_x_x_You-see-Im
26CEEA80,Sounds:vo_level_05:L05_21039_1_Eggman_x_x_Wha-Where-d
DAE833A8,Sounds:vo_level_05:L05_21040_1_Eggman_x_x_You-threw-it
FD520B84,Sounds:vo_level_05:L05_21041_1_Eggman_x_x_They-threw-i
63BD9FDC,Sounds:vo_level_05:L05_21042_1_Eggman_x_x_Im-open
861F0556,Sounds:vo_level_05:L05_21043_1_Eggman_x_x_You-think-th
DA36FB66,Sounds:vo_level_05:L05_21044_1_Eggman_x_x_So-close
1E203932,Sounds:vo_level_05:L05_21045_1_Eggman_x_x_Throw-it-to
9BB6EBEC,Sounds:vo_level_05:L05_21046_1_Eggman_x_x_Nice-catche
4EF4E757,Sounds:vo_level_05:L05_21047_1_Eggman_x_x_Ha-you-drop
004D4F35,Sounds:vo_level_05:L05_21048_1_Eggman_x_x_You-caught-i
2DC07760,Sounds:vo_level_05:L05_21049_1_Eggman_x_x_They-grabbed
5185E6B2,Sounds:vo_level_05:L05_21050_1_Eggman_x_x_Nice-catch
F521FC04,Sounds:vo_level_05:L05_21051_1_Eggman_x_x_Give-it-to-m
B73ADB88,Sounds:vo_level_05:L05_21052_1_Eggman_x_x_You-see-that
261452DE,Sounds:vo_level_05:L05_21053_20_Eggman_x_x_Incoming
ADED69CE,Sounds:vo_level_05:L05_21054_1_Eggman_x_x_Watch-out-M
AB92CF1A,Sounds:vo_level_05:L05_21055_1_Eggman_x_x_Boom
DC2A0A16,Sounds:vo_level_05:L05_21056_1_Eggman_x_x_Timber
993E6D14,Sounds:vo_level_05:L05_21057_1_Eggman_x_x_Oh-Watch-out
72917DE9,Sounds:vo_level_05:L05_21058_20_Eggman_x_x_Who-caused-t
FFB6187B,Sounds:vo_level_05:L05_21059_1_Eggman_x_x_Bingo
DA2A957D,Sounds:vo_level_05:L05_21060_1_Eggman_x_x_Bulls-eye
081D1BD0,Sounds:vo_level_05:L05_21061_1_Eggman_x_x_Watch-out-fo
5EC824BE,Sounds:vo_level_05:L05_21062_1_Eggman_x_x_You-dont-st
6FD0CCC9,Sounds:vo_level_05:L05_21063_1_Eggman_x_x_Who-you-goin
0986FA48,Sounds:vo_level_05:L05_21064_1_Eggman_x_x_Noo
6B9194AD,Sounds:vo_level_05:L05_21065_1_Eggman_x_x_Whawhere-d
BB704DDC,Sounds:vo_level_05:L05_21066_1_Eggman_x_x_Where-is-the
4C59CAAE,Sounds:vo_level_05:L05_21067_1_Eggman_x_x_Stop-throwin
8A39BC95,Sounds:vo_level_05:L05_21068_1_Eggman_x_x_You-are-conf
570DF45D,Sounds:vo_level_05:L05_21069_20_Eggman_x_x_Curse-you-So
800DD4B7,Sounds:vo_level_05:L05_21070_1_Eggman_x_x_Amy-Im-ope
C79F8110,Sounds:vo_level_05:L05_21071_20_Eggman_x_x_Tails-you-ar
C2D03C64,Sounds:vo_level_05:L05_21072_1_Eggman_x_x_Kncukles-I
FE581180,Sounds:vo_level_05:L05_21073_1_Eggman_x_x_Lane-closed
BB90F34F,Sounds:vo_level_05:L05_21074_1_Eggman_x_x_How-do-you-l
03292C05,Sounds:vo_level_05:L05_21075_1_Eggman_x_x_You-like-fou
B88CFC2D,Sounds:vo_level_05:L05_21076_1_Eggman_x_x_Oops-no-mor
1B6CE4BD,Sounds:vo_level_05:L05_21077_20_Eggman_x_x_Oh-this-is-g
0CCB40AE,Sounds:vo_level_05:L05_21078_1_Eggman_x_x_Awww-nowher
53BDACE8,Sounds:vo_level_05:L05_21079_1_Eggman_x_x_Get-back-her
DF131511,Sounds:vo_level_05:L05_21080_1_Eggman_x_x_Just-missed
CADEFD63,Sounds:vo_level_05:L05_21081_1_Eggman_x_x_Stand-still
7E7D7F84,Sounds:vo_level_05:L05_21082_1_Eggman_x_x_Where-you-go
2989A9CF,Sounds:vo_level_05:L05_21083_1_Eggman_x_x_If-my-target
4DB31227,Sounds:vo_level_05:L05_21084_1_Eggman_x_x_Fire-away
E3A8EC7D,Sounds:vo_level_05:L05_21085_1_Eggman_x_x_Here-comes-t
6C4EFC56,Sounds:vo_level_05:L05_21086_1_Eggman_x_x_He-shoots-H
48658AE1,Sounds:vo_level_07:L07_21087_1_Eggman_x_x_I-see-you-D
3C381452,Sounds:vo_level_07:L07_21088_1_Eggman_x_x_You-cant-se
7326CD6E,Sounds:vo_level_07:L07_21089_1_Eggman_x_x_Look-I-am-sh
BCB1151E,Sounds:vo_level_07:L07_21090_1_Eggman_x_x_Stop-this
3C1642C9,Sounds:vo_level_07:L07_21091_1_Eggman_x_x_Look-at-me
D17BC472,Sounds:vo_level_07:L07_21092_1_Eggman_x_x_Check-out-th
FB3E5083,Sounds:vo_level_07:L07_21093_1_Eggman_x_x_No-need-to-c
47B99483,Sounds:vo_level_07:L07_21094_1_Eggman_x_x_You-cant-st
86CE7A5B,Sounds:vo_level_07:L07_21095_1_Eggman_x_x_Look-at-all
99390800,Sounds:vo_level_07:L07_21096_1_Eggman_x_x_This-is-my-n
12E10FF2,Sounds:vo_level_07:L07_21097_20_Eggman_x_x_Surprise
49F1A07D,Sounds:vo_level_07:L07_21098_20_Eggman_x_x_Here-I-am
B45C7948,Sounds:vo_level_07:L07_21099_1_Eggman_x_x_Fire
2542558D,Sounds:vo_level_07:L07_21100_1_Eggman_x_x_Take-this
F2DA2F01,Sounds:vo_level_07:L07_21101_1_Eggman_x_x_Take-that
16661FEF,Sounds:vo_level_07:L07_21102_1_Eggman_x_x_Cant-outrun
5F21A80A,Sounds:vo_level_05:L05_21104_1_Eggman_x_x_Where-are-yo
61BED989,Sounds:vo_level_05:L05_21105_1_Eggman_x_x_Your-friends
40708618,Sounds:vo_level_05:L05_21107_1_Eggman_x_x_You-cant-ou
ED4821E4,Sounds:vo_level_05:L05_21108_1_Eggman_x_x_Wait-did-th
37CC6A09,Sounds:vo_level_05:L05_21109_1_Eggman_x_x_You-guys-sca
54E02885,Sounds:vo_level_05:L05_21110_1_Eggman_x_x_Bam
93CDAA3F,Sounds:vo_level_05:L05_21111_1_Eggman_x_x_Boom
E2FC6BDB,Sounds:vo_level_05:L05_21112_1_Eggman_x_x_Ouuuch
25C6D2DA,Sounds:vo_level_05:L05_21113_1_Eggman_x_x_Wait-that-h
5B71E137,Sounds:vo_level_05:L05_21114_1_Eggman_x_x_No-fair
E175B76F,Sounds:vo_level_05:L05_21115_1_Eggman_x_x_Stop
1020E763,Sounds:vo_level_05:L05_21116_1_Eggman_x_x_That-didnt
8CF6D80A,Sounds:vo_level_05:L05_21117_1_Eggman_x_x_Not-good
D11D4383,Sounds:vo_level_05:L05_21118_1_Eggman_x_x_Uh-oh
4F005C23,Sounds:vo_level_05:L05_21119_1_Eggman_x_x_I-didnt-see
ABCD411F,Sounds:vo_level_05:L05_21120_1_Eggman_x_x_You-have-to
5F566366,Sounds:vo_level_05:L05_21121_1_Eggman_x_x_I-think-I-am
C0D62C46,Sounds:vo_level_05:L05_21122_1_Eggman_x_x_You-beat-me
F5B07EDE,Sounds:vo_level_05:L05_21123_20_Eggman_x_x_OohLyric-is
A98A8E9C,Sounds:vo_level_07:L07_21125_1_Eggman_x_x_giddyap-G
